MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	TARGET_REGION
94	54	30	21	522	102.61943	50.256416	10603	FR	9	23	35	47	61	75	89	107	137	217	381	NA	18-267-01305-GER2213029	NC001526.4:7124-7601
94	54	30	21	521	99.711271	46.783131	9440	FR	11	23	35	49	61	77	91	107	121	169	331	NA	18-267-01305-GER2213029	NC001526.4:7603-7900
24	26	2	20	26	23.6	2.607681	5	FR	1	1	5	5	5	5	5	5	9	9	9	NA	18-267-01305-GER2213029	X74477.1:109-559
48.5	38	6.5	37	61	47.574627	6.724858	134	FR	5	7	11	11	13	15	17	17	21	21	27	NA	18-267-01305-GER2213029	X74477.1:5600-7109
31	31	0	24	55	29	3.41565	8	FR	1	1	1	1	1	1	15	15	49	49	49	NA	18-267-01305-GER2213029	X74477.1:561-861
28	28	1	23	30	26.952381	2.246691	21	FR	1	1	1	1	3	3	5	9	11	11	11	NA	18-267-01385-GER2106736	J04353.1:107-557
25	23	2	23	36	28.2	5.890671	5	FR	1	1	3	3	5	5	17	17	23	23	23	NA	18-267-01385-GER2106736	J04353.1:5551-7066
25	25	0	21	27	24.375	1.360147	21	FR	1	1	1	1	1	1	3	3	7	7	9	NA	18-267-01385-GER2106736	J04353.1:559-856
32	32	0	31	32	31.666667	0.57735	3	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-267-01385-GER2106736	M12732.1:108-558
26	27	2	21	32	25.615385	3.731364	13	FR	3	3	3	5	5	9	11	11	13	13	13	NA	18-267-01385-GER2106736	M12732.1:5593-7093
25	25	0	21	25	23.666667	2.309401	3	FR	1	1	1	1	1	1	9	9	9	9	9	NA	18-267-01385-GER2106736	M12732.1:572-866
24	24	1	19	32	24.124682	2.429039	393	FR	1	1	1	3	3	3	5	9	11	11	13	NA	18-267-01385-GER2106736	NC001357.1:104-581
33	21	5	21	38	29.222222	7.949493	9	FR	1	3	9	9	11	25	25	25	25	25	25	NA	18-267-01385-GER2106736	NC001357.1:5429-7136
25	25	1	19	35	25.529668	1.720539	1146	FR	1	1	1	1	3	3	3	3	5	9	19	NA	18-267-01385-GER2106736	NC001357.1:589-907
25	25	0	21	35	24.714097	0.680446	931	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-267-01385-GER2106736	NC001357.1:913-2887
89	54	34	25	594	99.008179	51.868548	3675	FR	13	29	41	61	69	77	89	105	157	227	379	NA	18-267-01385-GER2106736	NC001526.4:1-1950
97	95	31	19	1954	106.584479	50.634947	13569	FR	9	21	35	53	63	75	89	109	129	227	415	NA	18-267-01385-GER2106736	NC001526.4:1891-2989
90	95	30	22	1954	97.932432	50.079692	8831	FR	13	25	39	49	61	69	83	101	137	217	419	NA	18-267-01385-GER2106736	NC001526.4:2985-3237
78	78	22	55	171	101.666667	54.602808	6	FR	1	1	1	43	43	47	187	187	187	187	187	NA	18-267-01385-GER2106736	NC001526.4:3372-4794
97	110	30	20	687	100.422574	50.553115	17093	FR	15	27	37	49	61	75	89	109	125	179	413	NA	18-267-01385-GER2106736	NC001526.4:4774-6292
92	54	30	19	633	102.777984	54.459184	25992	FR	9	21	33	47	61	75	89	107	151	263	463	NA	18-267-01385-GER2106736	NC001526.4:7124-7601
93	54	32	23	602	100.494646	49.822009	25240	FR	13	27	39	51	65	81	97	109	125	193	371	NA	18-267-01385-GER2106736	NC001526.4:7603-7900
26	26	0	20	27	25.4	1.846761	23	FR	1	1	1	1	1	1	1	3	3	13	13	NA	18-267-01385-GER2106736	X74477.1:109-559
51	56	5	22	62	48.75	7.722763	180	FR	3	5	9	9	11	13	19	23	27	27	49	NA	18-267-01385-GER2106736	X74477.1:5600-7109
30.5	31	2.5	24	55	31	8.894443	10	FR	1	3	3	3	3	9	9	11	13	51	51	NA	18-267-01385-GER2106736	X74477.1:561-861
27	28	3	22	30	26	2.708013	13	FR	3	3	3	5	7	7	7	9	9	11	11	NA	18-267-01446-GER2106738	J04353.1:107-557
45	46	2	21	54	44.050926	5.614118	216	FR	3	3	3	5	5	9	11	13	17	21	43	NA	18-267-01446-GER2106738	J04353.1:5551-7066
25	25	0	25	27	25	0	12	FR	1	1	1	1	1	1	3	3	3	5	5	NA	18-267-01446-GER2106738	J04353.1:559-856
31	31	0	31	32	31	0	3	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-267-01446-GER2106738	M12732.1:108-558
26	27	1	21	33	25.421053	3.404503	19	FR	1	1	3	3	3	5	11	11	13	15	15	NA	18-267-01446-GER2106738	M12732.1:5593-7093
25	25	0	25	25	25	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-267-01446-GER2106738	M12732.1:572-866
24	24	1	20	32	24.329588	2.683139	267	FR	1	1	1	3	3	3	7	9	11	11	15	NA	18-267-01446-GER2106738	NC001357.1:104-581
21.5	21	0.5	21	37	21.166667	0.408248	10	FR	1	1	1	1	1	3	25	29	33	33	33	NA	18-267-01446-GER2106738	NC001357.1:5429-7136
26	25	1	19	35	25.586369	1.499962	851	FR	1	1	1	1	3	3	3	3	5	7	15	NA	18-267-01446-GER2106738	NC001357.1:589-907
25	25	0	19	39	24.810047	0.614315	831	FR	1	1	1	1	1	1	3	3	7	13	13	NA	18-267-01446-GER2106738	NC001357.1:913-2887
90	120	31	34	290	93.783531	41.276328	1603	FR	11	27	37	53	63	73	81	95	115	147	269	NA	18-267-01446-GER2106738	NC001526.4:1-1950
99	95	29	19	360	103.391518	42.310993	6720	FR	11	21	33	45	59	71	83	105	117	147	283	NA	18-267-01446-GER2106738	NC001526.4:1891-2989
83	95	26	23	318	85.750835	36.832306	4194	FR	17	23	29	43	53	59	73	87	105	123	257	NA	18-267-01446-GER2106738	NC001526.4:2985-3237
93	93	24	22	389	94.042903	36.962524	12916	FR	9	19	29	39	49	61	73	89	109	119	265	NA	18-267-01446-GER2106738	NC001526.4:4774-6292
88	54	27	23	442	93.043758	42.005587	12898	FR	11	19	29	41	55	65	77	93	115	145	311	NA	18-267-01446-GER2106738	NC001526.4:7124-7601
90	96	27	23	410	93.933366	41.194328	12174	FR	11	19	29	43	55	71	85	99	111	135	297	NA	18-267-01446-GER2106738	NC001526.4:7603-7900
26	26	0	24	27	25.8	0.560612	20	FR	1	1	1	1	1	1	3	3	3	3	5	NA	18-267-01446-GER2106738	X74477.1:109-559
53	69	8	22	73	53.673913	10.179297	230	FR	5	7	9	11	17	21	25	31	33	35	37	NA	18-267-01446-GER2106738	X74477.1:5600-7109
24.5	24	0.5	24	44	24.25	0.5	6	FR	1	1	1	1	1	3	15	15	41	41	41	NA	18-267-01446-GER2106738	X74477.1:561-861
28	28	0.5	24	30	27.416667	1.975225	12	FR	1	1	1	1	1	3	5	7	9	9	9	NA	18-267-03188-GER2110448	J04353.1:107-557
28.5	24	4.5	23	34	28.5	5.319774	6	FR	9	9	9	11	11	11	11	11	13	13	13	NA	18-267-03188-GER2110448	J04353.1:5551-7066
25	25	0.5	24	30	25.785714	1.528125	14	FR	1	1	1	1	1	3	3	3	7	11	11	NA	18-267-03188-GER2110448	J04353.1:559-856
32	31	1	31	35	32.125	1.356203	8	FR	1	1	1	3	3	3	3	3	7	7	7	NA	18-267-03188-GER2110448	M12732.1:108-558
25	24	2	20	32	25.2	3.286335	20	FR	3	3	3	3	5	5	7	9	11	15	15	NA	18-267-03188-GER2110448	M12732.1:5593-7093
25	25	0	25	25	25	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-267-03188-GER2110448	M12732.1:572-866
24	23	1	19	32	24.310345	2.936417	261	FR	1	1	3	3	3	3	9	9	11	13	17	NA	18-267-03188-GER2110448	NC001357.1:104-581
35	37	2	21	38	32.1875	6.74506	16	FR	1	5	5	5	5	7	7	27	29	29	29	NA	18-267-03188-GER2110448	NC001357.1:5429-7136
26	25	1	19	36	25.568575	1.833837	751	FR	1	1	1	3	3	3	3	3	7	9	17	NA	18-267-03188-GER2110448	NC001357.1:589-907
25	25	0	20	35	24.724088	0.703845	923	FR	1	1	1	1	1	1	3	5	13	13	17	NA	18-267-03188-GER2110448	NC001357.1:913-2887
73	28	29	28	171	76.857143	42.889726	21	FR	11	29	39	43	59	73	81	91	121	187	197	NA	18-267-03188-GER2110448	NC001526.4:1-1950
27.5	19	8.5	19	207	41.428571	30.047033	128	FR	11	15	17	17	17	69	123	155	199	239	273	NA	18-267-03188-GER2110448	NC001526.4:1891-2989
27	25	2	21	146	27.147059	4.927125	111	FR	1	3	5	5	5	37	77	127	161	187	233	NA	18-267-03188-GER2110448	NC001526.4:2985-3237
49	37	10.5	31	261	58.258065	29.399975	64	FR	1	3	9	11	21	25	31	57	157	199	425	NA	18-267-03188-GER2110448	NC001526.4:4774-6292
26	25	1	21	305	25.825472	1.801188	286	FR	1	3	3	3	3	5	9	71	139	191	271	NA	18-267-03188-GER2110448	NC001526.4:7124-7601
35	33	5	23	305	39.135484	15.032898	196	FR	3	5	5	9	11	23	59	105	173	223	493	NA	18-267-03188-GER2110448	NC001526.4:7603-7900
26	26	0	20	27	24.421053	2.456642	22	FR	1	1	1	1	1	3	5	5	13	13	13	NA	18-267-03188-GER2110448	X74477.1:109-559
27	25	2	25	36	29.333333	5.859465	3	FR	1	1	1	5	5	5	19	19	19	19	19	NA	18-267-03188-GER2110448	X74477.1:5600-7109
24	24	0	24	26	24	0	3	FR	1	1	1	1	1	1	5	5	5	5	5	NA	18-267-03188-GER2110448	X74477.1:561-861
28	28	0	22	31	26.461538	2.43637	17	FR	1	1	1	1	1	3	3	9	11	13	13	NA	18-268-01321-GER2110442	J04353.1:107-557
28	19	5	19	36	27.833333	6.735478	6	FR	9	9	9	11	11	11	17	17	19	19	19	NA	18-268-01321-GER2110442	J04353.1:5551-7066
25	25	0	25	28	25	0	18	FR	1	1	1	1	1	1	3	5	5	7	7	NA	18-268-01321-GER2110442	J04353.1:559-856
31	31	0	31	33	31	0	7	FR	1	1	1	1	1	3	3	3	5	5	5	NA	18-268-01321-GER2110442	M12732.1:108-558
26	22	2	21	32	24.733333	3.081434	15	FR	1	1	3	3	5	9	9	9	11	13	13	NA	18-268-01321-GER2110442	M12732.1:5593-7093
25	25	0.5	23	30	25.666667	2.33809	6	FR	1	1	1	1	1	3	5	5	11	11	11	NA	18-268-01321-GER2110442	M12732.1:572-866
24	23	1	19	35	24.39322	2.727029	297	FR	1	1	3	3	3	3	5	9	11	13	21	NA	18-268-01321-GER2110442	NC001357.1:104-581
21	21	0	21	33	21	0	11	FR	1	1	1	1	1	1	1	23	25	25	25	NA	18-268-01321-GER2110442	NC001357.1:5429-7136
25	25	1	19	34	25.507246	1.574917	1035	FR	1	1	1	1	3	3	3	3	5	9	13	NA	18-268-01321-GER2110442	NC001357.1:589-907
25	25	0	22	36	24.820771	0.564353	782	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-268-01321-GER2110442	NC001357.1:913-2887
85.5	129	38.5	34	278	96.769231	63.955802	26	FR	13	41	51	73	77	83	89	89	121	387	387	NA	18-268-01321-GER2110442	NC001526.4:1-1950
66	19	45	19	174	68.232394	45.029173	142	FR	15	45	59	81	91	93	95	103	131	149	195	NA	18-268-01321-GER2110442	NC001526.4:1891-2989
27	25	2	21	249	26.1	2.914705	144	FR	3	5	5	5	5	17	91	139	209	251	427	NA	18-268-01321-GER2110442	NC001526.4:2985-3237
90.5	37	39.5	29	291	95.6	55.36752	160	FR	17	37	53	65	79	85	97	107	149	181	403	NA	18-268-01321-GER2110442	NC001526.4:4774-6292
57	25	32	24	262	66.718654	43.79358	327	FR	31	57	59	63	65	65	73	97	143	175	225	NA	18-268-01321-GER2110442	NC001526.4:7124-7601
76	33	33	19	239	80.712644	41.785784	261	FR	13	25	33	45	67	81	87	97	127	147	269	NA	18-268-01321-GER2110442	NC001526.4:7603-7900
26	26	0	19	27	24.111111	2.934469	10	FR	1	1	1	1	1	1	3	9	13	15	15	NA	18-268-01321-GER2110442	X74477.1:109-559
23	23	0	23	23	23	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-268-01321-GER2110442	X74477.1:5600-7109
24	24	0	24	24	24	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-268-01321-GER2110442	X74477.1:561-861
27	23	2	21	37	26.533333	3.870524	15	FR	1	3	3	3	5	5	9	9	13	21	21	NA	18-268-02414-GER2110450	J04353.1:107-557
32	24	2	23	34	29.545455	4.698162	11	FR	1	3	3	5	5	5	17	17	17	19	19	NA	18-268-02414-GER2110450	J04353.1:5551-7066
25	25	0	25	25	25	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-268-02414-GER2110450	J04353.1:559-856
27	26	1	26	31	28	2.645751	3	FR	1	1	1	3	3	3	9	9	9	9	9	NA	18-268-02414-GER2110450	M12732.1:108-558
25	21	2	21	34	25.65625	3.948126	32	FR	3	3	3	5	5	9	9	9	15	19	19	NA	18-268-02414-GER2110450	M12732.1:5593-7093
21	21	0	21	21	21	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-268-02414-GER2110450	M12732.1:572-866
23	20	2	19	36	23.354839	3.00928	248	FR	1	1	3	3	5	7	7	7	13	15	15	NA	18-268-02414-GER2110450	NC001357.1:104-581
33	33	2	21	45	33.48	6.500769	25	FR	1	1	1	3	5	9	13	23	25	25	25	NA	18-268-02414-GER2110450	NC001357.1:5429-7136
26	26	1	19	38	25.372852	2.008626	583	FR	1	1	1	1	3	3	3	5	7	13	17	NA	18-268-02414-GER2110450	NC001357.1:589-907
25	25	0	20	33	24.577434	0.834789	538	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-268-02414-GER2110450	NC001357.1:913-2887
44	28	16	28	128	59.5	37.93227	8	FR	21	21	33	33	33	33	75	103	169	169	169	NA	18-268-02414-GER2110450	NC001526.4:1-1950
26	19	7	19	178	34.119048	23.761062	100	FR	3	9	11	13	15	15	67	133	181	225	285	NA	18-268-02414-GER2110450	NC001526.4:1891-2989
58.5	27	31.5	23	168	67.666667	42.175604	30	FR	9	31	37	59	63	65	67	71	137	199	221	NA	18-268-02414-GER2110450	NC001526.4:2985-3237
50	49	11	27	159	61.539683	29.806811	63	FR	3	3	5	11	23	33	37	53	123	133	219	NA	18-268-02414-GER2110450	NC001526.4:4774-6292
27	25	2	21	239	26.395833	2.896383	141	FR	3	3	5	5	5	7	55	111	165	227	425	NA	18-268-02414-GER2110450	NC001526.4:7124-7601
39	30	15	21	164	59.573913	36.660142	115	FR	7	13	17	19	31	39	63	105	157	203	227	NA	18-268-02414-GER2110450	NC001526.4:7603-7900
60	26	34	19	238	71.825	46.553464	40	FR	1	15	27	51	69	69	81	95	137	163	357	NA	18-268-02414-GER2110450	X74477.1:109-559
63.5	22	24	22	216	78.15625	43.548349	32	FR	11	25	27	37	45	59	77	89	145	185	307	NA	18-268-02414-GER2110450	X74477.1:5600-7109
72	88	23	24	275	74.870968	46.647431	31	FR	13	33	33	39	47	55	63	67	97	151	407	NA	18-268-02414-GER2110450	X74477.1:561-861
211	147	64	147	275	211	90.509668	2	FR	129	129	129	129	129	129	129	129	129	129	129	NA	18-268-02414-GER2110450	X74477.1:867-2781
28	28	0	23	29	26.769231	1.964427	17	FR	1	1	1	1	1	3	3	7	9	11	11	NA	18-268-02551-GER2213030	J04353.1:107-557
24	24	1	23	34	27.8	5.674504	5	FR	1	1	1	1	3	3	21	21	21	21	21	NA	18-268-02551-GER2213030	J04353.1:5551-7066
25	25	0	25	27	25	0	4	FR	1	1	1	1	1	1	1	5	5	5	5	NA	18-268-02551-GER2213030	J04353.1:559-856
32	32	0	32	37	32	0	7	FR	1	1	1	1	1	1	1	3	11	11	11	NA	18-268-02551-GER2213030	M12732.1:108-558
24	21	2.5	21	41	26	5.609516	16	FR	1	3	5	5	5	7	7	7	23	35	35	NA	18-268-02551-GER2213030	M12732.1:5593-7093
24.5	25	0.5	21	25	23.5	1.974842	6	FR	1	3	3	3	3	3	7	7	7	7	7	NA	18-268-02551-GER2213030	M12732.1:572-866
24	23	1	19	36	23.756614	2.554516	190	FR	1	1	3	3	3	3	5	9	11	11	15	NA	18-268-02551-GER2213030	NC001357.1:104-581
37	37	3	19	40	31.444444	8.545629	9	FR	1	1	1	3	7	9	33	33	37	37	37	NA	18-268-02551-GER2213030	NC001357.1:5429-7136
25	25	1	19	35	25.453507	1.543448	613	FR	1	1	1	1	3	3	3	3	5	9	13	NA	18-268-02551-GER2213030	NC001357.1:589-907
25	25	0	21	35	24.762673	0.642159	549	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-268-02551-GER2213030	NC001357.1:913-2887
115	54	60	28	193	100.962963	55.108621	27	FR	7	13	69	99	121	123	141	155	161	163	175	NA	18-268-02551-GER2213030	NC001526.4:1-1950
98	19	47	19	386	103.39781	69.514529	274	FR	13	29	49	73	95	113	143	159	169	335	457	NA	18-268-02551-GER2213030	NC001526.4:1891-2989
81	25	38	21	327	93.124324	58.589403	185	FR	15	33	47	59	77	91	111	121	167	203	491	NA	18-268-02551-GER2213030	NC001526.4:2985-3237
83	94	33	25	364	112.333333	79.799012	171	FR	19	29	41	57	67	87	95	157	333	405	515	NA	18-268-02551-GER2213030	NC001526.4:4774-6292
64	25	38	21	440	80.819718	66.4618	355	FR	17	31	53	71	77	79	79	113	209	331	451	NA	18-268-02551-GER2213030	NC001526.4:7124-7601
72.5	33	36.5	21	276	91.35	59.649587	220	FR	13	29	43	51	73	79	97	125	241	299	369	NA	18-268-02551-GER2213030	NC001526.4:7603-7900
26	26	1	21	27	24.714286	2.288689	7	FR	1	1	1	1	3	3	3	9	11	11	11	NA	18-268-02551-GER2213030	X74477.1:109-559
33.5	22	9	22	53	35.5	13.916417	4	FR	13	13	15	15	15	23	23	41	41	41	41	NA	18-268-02551-GER2213030	X74477.1:5600-7109
24	24	0	24	33	24	0	4	FR	1	1	1	1	1	1	1	19	19	19	19	NA	18-268-02551-GER2213030	X74477.1:561-861
28	28	0	23	33	27.5625	1.271655	110	FR	1	1	1	1	1	1	1	3	5	11	11	NA	18-268-02741-GER2106734	J04353.1:107-557
24	23	1	23	36	25.875	4.733996	11	FR	1	3	3	3	3	19	21	25	25	25	25	NA	18-268-02741-GER2106734	J04353.1:5551-7066
25	25	0	25	26	25	0	10	FR	1	1	1	1	1	1	1	1	1	3	3	NA	18-268-02741-GER2106734	J04353.1:559-856
32.5	32	1	31	37	33.5	2.068279	10	FR	1	1	1	1	3	3	7	7	9	11	11	NA	18-268-02741-GER2106734	M12732.1:108-558
26	26	1.5	21	34	25.642857	3.234241	28	FR	1	1	3	3	3	5	9	11	13	13	17	NA	18-268-02741-GER2106734	M12732.1:5593-7093
25	25	0	21	27	23.5	2.070197	9	FR	1	1	1	1	1	5	9	9	9	9	9	NA	18-268-02741-GER2106734	M12732.1:572-866
24	24	1	19	36	24.210804	2.686395	761	FR	1	1	1	3	3	3	7	9	11	11	17	NA	18-268-02741-GER2106734	NC001357.1:104-581
34	21	4	21	39	30.5	7.650708	16	FR	1	3	7	7	9	11	27	27	27	27	27	NA	18-268-02741-GER2106734	NC001357.1:5429-7136
25	25	1	19	37	25.51684	1.50661	2495	FR	1	1	1	1	3	3	3	3	5	9	13	NA	18-268-02741-GER2106734	NC001357.1:589-907
25	25	0	20	36	24.826458	0.560665	1777	FR	1	1	1	1	1	1	1	3	5	13	13	NA	18-268-02741-GER2106734	NC001357.1:913-2887
35	34	7	28	93	52.111111	25.121925	9	FR	1	3	3	3	15	37	77	101	117	117	117	NA	18-268-02741-GER2106734	NC001526.4:1-1950
20	19	1	19	222	20.638889	2.473951	180	FR	1	3	3	3	3	3	11	17	167	203	391	NA	18-268-02741-GER2106734	NC001526.4:1891-2989
27	25	2	20	222	26.25	2.648749	101	FR	1	3	5	5	5	15	73	137	185	221	273	NA	18-268-02741-GER2106734	NC001526.4:2985-3237
49	37	12	20	148	61.018182	31.065338	55	FR	1	3	7	19	25	25	31	85	145	155	199	NA	18-268-02741-GER2106734	NC001526.4:4774-6292
27	25	2	20	198	26.770186	2.564431	383	FR	3	3	3	5	5	5	5	7	109	155	257	NA	18-268-02741-GER2106734	NC001526.4:7124-7601
33	33	3	24	312	32.706667	6.238597	189	FR	1	1	3	7	7	15	19	75	137	183	333	NA	18-268-02741-GER2106734	NC001526.4:7603-7900
26	26	0	20	28	25.55	1.394538	26	FR	1	1	1	1	1	1	3	3	5	5	13	NA	18-268-02741-GER2106734	X74477.1:109-559
24.5	24	0.5	24	25	24.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-268-02741-GER2106734	X74477.1:5600-7109
25.5	26	0.5	19	26	24	3.366502	4	FR	1	1	3	3	3	3	3	13	13	13	13	NA	18-268-02741-GER2106734	X74477.1:561-861
28	28	2	23	31	26.6	2.836273	10	FR	1	1	1	1	3	7	9	9	11	11	11	NA	18-269-02014-GER2213034	J04353.1:107-557
36	36	0	36	36	36	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-269-02014-GER2213034	J04353.1:5551-7066
23.5	22	1.5	22	25	23.5	2.12132	2	FR	3	3	3	3	3	5	5	5	5	5	5	NA	18-269-02014-GER2213034	J04353.1:559-856
31.5	31	0.5	31	32	31.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-269-02014-GER2213034	M12732.1:108-558
24	21	1	21	25	23.333333	2.081666	3	FR	1	1	1	3	3	3	7	7	7	7	7	NA	18-269-02014-GER2213034	M12732.1:5593-7093
25	25	0	21	25	23.666667	2.309401	3	FR	1	1	1	1	1	1	9	9	9	9	9	NA	18-269-02014-GER2213034	M12732.1:572-866
24	24	2	19	36	24.057971	3.605078	69	FR	1	1	3	3	5	9	9	11	11	13	25	NA	18-269-02014-GER2213034	NC001357.1:104-581
33	21	6	21	39	31	9.165151	3	FR	1	1	1	13	13	13	25	25	25	25	25	NA	18-269-02014-GER2213034	NC001357.1:5429-7136
26	26	1	19	34	25.490323	2.096279	155	FR	1	1	1	1	3	3	3	3	7	15	17	NA	18-269-02014-GER2213034	NC001357.1:589-907
25	25	0	22	35	24.62766	0.747527	120	FR	1	1	1	1	1	1	3	5	5	7	19	NA	18-269-02014-GER2213034	NC001357.1:913-2887
68	106	22	34	120	73.195652	28.465667	46	FR	5	17	37	39	45	47	69	77	103	105	105	NA	18-269-02014-GER2213034	NC001526.4:1-1950
95	130	30	19	316	100.458065	47.786104	465	FR	9	21	37	51	61	71	89	105	125	151	419	NA	18-269-02014-GER2213034	NC001526.4:1891-2989
85	25	24	23	234	85.949761	38.310042	418	FR	5	13	21	33	49	59	77	95	121	125	295	NA	18-269-02014-GER2213034	NC001526.4:2985-3237
94	106	24	35	322	94.914286	37.447261	385	FR	9	21	29	37	49	67	81	91	109	117	189	NA	18-269-02014-GER2213034	NC001526.4:4774-6292
82	25	22	21	325	86.530788	41.265317	816	FR	11	17	27	33	45	61	77	91	125	171	363	NA	18-269-02014-GER2213034	NC001526.4:7124-7601
84	67	23	24	209	88.542504	35.149142	647	FR	11	17	29	37	47	63	81	97	115	129	195	NA	18-269-02014-GER2213034	NC001526.4:7603-7900
26	26	0.5	24	27	25.75	1.258306	4	FR	1	1	1	1	1	3	3	5	5	5	5	NA	18-269-02014-GER2213034	X74477.1:109-559
50	50	3	26	55	48.285714	10.127755	7	FR	1	1	3	3	7	11	11	11	49	49	49	NA	18-269-02014-GER2213034	X74477.1:5600-7109
31.5	24	7.5	24	39	31.5	10.606602	2	FR	15	15	15	15	15	17	17	17	17	17	17	NA	18-269-02014-GER2213034	X74477.1:561-861
27	23	2	23	29	25.777778	2.682246	9	FR	1	3	3	3	5	9	9	9	9	9	9	NA	18-271-03310-GER2213035	J04353.1:107-557
29	24	5	24	34	29	5.773503	4	FR	11	11	11	11	11	11	11	11	11	11	11	NA	18-271-03310-GER2213035	J04353.1:5551-7066
25.5	25	0.5	25	26	25.5	0.534522	8	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-271-03310-GER2213035	J04353.1:559-856
31	24	1	24	32	29	4.358899	3	FR	1	1	1	3	3	3	15	15	15	15	15	NA	18-271-03310-GER2213035	M12732.1:108-558
27	27	4	21	32	26.545455	4.156047	11	FR	1	1	1	3	9	11	11	13	13	13	13	NA	18-271-03310-GER2213035	M12732.1:5593-7093
25	25	0	25	25	25	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-271-03310-GER2213035	M12732.1:572-866
23	20	3	19	30	22.545455	2.793533	77	FR	1	3	3	5	7	7	7	7	7	13	15	NA	18-271-03310-GER2213035	NC001357.1:104-581
33.5	34	0.5	23	34	31	5.354126	4	FR	1	1	3	3	3	3	3	21	21	21	21	NA	18-271-03310-GER2213035	NC001357.1:5429-7136
26	26	0	19	39	25.13369	1.565175	207	FR	1	1	1	1	1	3	3	3	7	11	15	NA	18-271-03310-GER2213035	NC001357.1:589-907
25	25	0	19	31	24.520325	0.986379	159	FR	1	1	1	1	1	3	3	5	7	13	13	NA	18-271-03310-GER2213035	NC001357.1:913-2887
28	28	0	28	28	28	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-271-03310-GER2213035	NC001526.4:1-1950
22	19	3	19	150	21.692308	2.926449	14	FR	1	3	3	5	7	7	7	9	13	257	257	NA	18-271-03310-GER2213035	NC001526.4:1891-2989
26	25	1	21	155	25.724138	1.360057	30	FR	1	1	3	3	3	3	3	3	3	11	259	NA	18-271-03310-GER2213035	NC001526.4:2985-3237
45	37	6	32	107	43.733333	6.741193	31	FR	9	9	9	11	13	15	17	17	17	31	125	NA	18-271-03310-GER2213035	NC001526.4:4774-6292
25	25	0	25	186	25	0	52	FR	1	1	1	1	1	1	3	3	5	9	323	NA	18-271-03310-GER2213035	NC001526.4:7124-7601
33	33	2	24	41	33.552632	2.965544	38	FR	1	1	1	3	5	5	7	9	11	17	19	NA	18-271-03310-GER2213035	NC001526.4:7603-7900
26	20	1	20	27	23.8	3.49285	5	FR	1	1	1	1	3	3	13	13	13	13	13	NA	18-271-03310-GER2213035	X74477.1:109-559
37	37	0	37	37	37	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-271-03310-GER2213035	X74477.1:5600-7109
25	24	1	24	32	26.5	3.785939	4	FR	3	3	3	3	3	3	3	15	15	15	15	NA	18-271-03310-GER2213035	X74477.1:561-861
28	28	1	23	31	27.452381	2.401243	42	FR	1	1	1	3	3	3	5	9	11	11	11	NA	18-274-01131-GER2106735	J04353.1:107-557
24	24	1	23	39	25.888889	4.342938	12	FR	1	1	1	1	3	19	21	23	25	31	31	NA	18-274-01131-GER2106735	J04353.1:5551-7066
25	25	0	21	28	24.111111	1.536591	11	FR	1	1	1	1	1	3	5	7	7	9	9	NA	18-274-01131-GER2106735	J04353.1:559-856
32	32	1	26	37	31.153846	3.050851	13	FR	1	1	1	1	3	7	9	11	11	13	13	NA	18-274-01131-GER2106735	M12732.1:108-558
24	21	3	21	33	24.533333	3.540245	30	FR	1	5	5	5	7	7	7	7	7	17	19	NA	18-274-01131-GER2106735	M12732.1:5593-7093
25	25	0.5	21	26	24.166667	1.834848	6	FR	1	1	1	1	1	3	5	5	9	9	9	NA	18-274-01131-GER2106735	M12732.1:572-866
